customer_id,customer_name,monthly_income,loan_amount,collateral_value,duration,interest_rate,existing_debts,credit_score,employment_type,monthly_emi,after_emi,debt_to_income_ratio,loan_to_income_ratio,collateral_to_loan_ratio,approval_probability,risk_score,approved
CUST-03515,Fathima Gunasekara,217000,3250000,2430000,72,14,47000,802,Government,66969,103031,0.5252,14.98,0.75,95,5,1
CUST-02773,Shanika Munasinghe,122000,3050000,3500000,72,17,6500,772,Government,67851,47649,0.6094,25.0,1.15,93,7,1
CUST-04305,Thisara Kumar,116000,3500000,2290000,48,18,45000,586,Self-Employed,102812,-31812,1.2742,30.17,0.65,0,100,0
CUST-00853,Manjula Rajapaksa,89000,2650000,2100000,36,18,8000,611,Government,95804,-14804,1.1663,29.78,0.79,0,100,0
CUST-00252,Ruwan Abeysekara,246000,2450000,3240000,60,18,116000,637,Self-Employed,62214,67786,0.7244,9.96,1.32,68,32,0
CUST-01870,Hasitha Abeysekara,597000,4800000,5720000,48,16,281500,629,Business Owner,136033,179467,0.6994,8.04,1.19,86,14,1
CUST-03280,Malith Rajapaksa,459000,11500000,13790000,72,16,44500,643,Senior Mgmt,249456,165044,0.6404,25.05,1.2,94,6,1
CUST-03456,Fathima Kumar,227000,7950000,0,72,15,67500,716,Senior Mgmt,168103,-8603,1.0379,35.02,0.0,0,100,0
CUST-03243,Udaya Rathnayake,57000,550000,400000,36,13,24500,752,Private Sector,18532,13968,0.7549,9.65,0.73,38,62,0
CUST-04373,Lahiru Peiris,97000,2900000,3160000,60,17,42500,634,Private Sector,72072,-17572,1.1812,29.9,1.09,0,100,0
CUST-01297,Kasun Liyanage,127000,4450000,6190000,72,14,5500,784,Private Sector,91696,29804,0.7653,35.04,1.39,67,33,1
CUST-04760,Lahiru Kumar,140000,1700000,1490000,60,16,8500,584,Private Sector,41341,90159,0.356,12.14,0.88,85,15,1
CUST-03717,Isuru Wickramasinghe,51000,750000,0,24,15,13500,600,Government,36365,1135,0.9777,14.71,0.0,0,100,0
CUST-01021,Pradeep Wickramasinghe,497000,12400000,11310000,84,16,177500,729,Business Owner,246290,73210,0.8527,24.95,0.91,74,26,1
CUST-04182,Suresh Rajapaksa,75000,1350000,0,36,13,18000,598,Private Sector,45487,11513,0.8465,18.0,0.0,10,90,0
CUST-00417,Zainab Hettiarachchi,45000,450000,0,48,14,7500,607,Government,12297,25203,0.4399,10.0,0.0,57,43,0
CUST-03391,Gayani Perera,230000,4600000,5870000,60,18,28500,808,Private Sector,116810,84690,0.6318,20.0,1.28,95,5,0
CUST-03475,Amal Gunaratne,564000,11300000,15350000,72,18,2000,676,Government,257728,304272,0.4605,20.04,1.36,95,5,1
CUST-02661,Sampath Gunasekara,164000,1650000,710000,36,13,18000,637,Government,55595,90405,0.4487,10.06,0.43,90,10,1
CUST-03520,Sachini Karunaratne,170000,5950000,6440000,72,15,34000,580,Private Sector,125813,10187,0.9401,35.0,1.08,21,79,0
CUST-02748,Sampath De Silva,120000,2150000,1480000,36,14,47000,790,Private Sector,73482,-482,1.004,17.92,0.69,0,100,0
CUST-01119,Mohamed Kumar,430000,5150000,0,60,18,9000,701,Private Sector,130776,290224,0.3251,11.98,0.0,95,5,1
CUST-00316,Kavindu Peiris,220000,5500000,5050000,48,17,80000,751,Self-Employed,158703,-18703,1.085,25.0,0.92,0,100,0
CUST-01952,Ruwan Fernando,537000,4300000,2900000,60,16,124500,568,Private Sector,104568,307932,0.4266,8.01,0.67,84,16,1
CUST-03757,Nuwan Abeysekara,39000,700000,670000,36,12,9000,741,Government,23250,6750,0.8269,17.95,0.96,19,81,0
CUST-04955,Priyantha Hettiarachchi,45000,1350000,870000,36,17,7000,697,Government,48131,-10131,1.2251,30.0,0.64,0,100,0
CUST-00666,Kavindu Rathnayake,166000,4150000,0,48,18,76500,513,Business Owner,121906,-32406,1.1952,25.0,0.0,0,100,0
CUST-04954,Gayani Seneviratne,369000,2950000,0,36,17,49500,897,Government,105176,214324,0.4192,7.99,0.0,95,5,1
CUST-01132,Ayesha Hettiarachchi,665000,11950000,18480000,60,18,291000,668,Private Sector,303451,70549,0.8939,17.97,1.55,81,19,1
CUST-00104,Mahesh Herath,41000,350000,0,24,17,9500,761,Private Sector,17305,14195,0.6538,8.54,0.0,34,66,0
CUST-03690,Malith Abeysekara,72000,700000,810000,24,12,1000,794,Government,32951,38049,0.4715,9.72,1.16,88,12,1
CUST-03437,Nimal Rajapaksa,147000,2200000,2550000,60,16,35000,540,Private Sector,53500,58500,0.602,14.97,1.16,70,30,1
CUST-00854,Manjula Herath,215000,5400000,5720000,48,13,49500,641,Government,144868,20632,0.904,25.12,1.06,49,51,0
CUST-02295,Nuwan Jayasinghe,169000,3400000,2930000,48,17,42000,767,Business Owner,98107,28893,0.829,20.12,0.86,55,45,1
CUST-02645,Nirosha Amarasekara,43000,850000,0,36,17,2500,663,Private Sector,30305,10195,0.7629,19.77,0.0,22,78,1
CUST-04234,Sachini De Silva,213000,2550000,0,60,12,81500,805,Private Sector,56723,74777,0.6489,11.97,0.0,84,16,1
CUST-01619,Nuwan Silva,132000,2000000,0,48,16,10500,738,Senior Mgmt,56681,64819,0.5089,15.15,0.0,84,16,1
CUST-00296,Ravi Raghavan,47000,1400000,1150000,36,12,1000,708,Private Sector,46500,-500,1.0106,29.79,0.82,0,100,0
CUST-04399,Pradeep Bandara,68000,800000,0,36,15,19500,609,Private Sector,27732,20768,0.6946,11.76,0.0,39,61,0
CUST-04057,Ravi Fernando,623000,5000000,3430000,72,14,54500,678,Business Owner,103029,465471,0.2529,8.03,0.69,92,8,1
CUST-01957,Thisara Raghavan,62000,1350000,0,60,13,7500,520,Self-Employed,30717,23783,0.6164,21.77,0.0,19,81,0
CUST-01148,Nirosha Herath,59000,600000,0,36,16,7000,856,Government,21094,30906,0.4762,10.17,0.0,80,20,1
CUST-04407,Udaya Bandara,466000,15000000,15660000,72,16,196000,664,Private Sector,325378,-55378,1.1188,32.19,1.04,0,100,0
CUST-01915,Lakshan Abeysekara,395000,5900000,5450000,72,16,89000,643,Private Sector,127982,178018,0.5493,14.94,0.92,90,10,1
CUST-00514,Nimal Raghavan,508000,5100000,6490000,60,14,214500,690,Self-Employed,118668,174832,0.6558,10.04,1.27,86,14,1
CUST-03687,Kavindu Samaraweera,63000,1900000,1430000,48,15,3500,533,Private Sector,52878,6622,0.8949,30.16,0.75,0,100,0
CUST-02316,Isuru Hettiarachchi,42000,1450000,0,60,14,6000,702,Government,33739,2261,0.9462,34.52,0.0,0,100,0
CUST-01280,Thilini Rajapaksa,52000,1300000,630000,60,14,20000,769,Private Sector,30249,1751,0.9663,25.0,0.48,0,100,0
CUST-04257,Pradeep Bandara,77000,750000,850000,36,16,31500,677,Private Sector,26368,19132,0.7515,9.74,1.13,43,57,0
CUST-03405,Malith Samaraweera,196000,5900000,0,60,15,34500,811,Private Sector,140361,21139,0.8921,30.1,0.0,47,53,1
CUST-02410,Thilini Silva,259000,2050000,2790000,48,12,6000,565,Private Sector,53984,199016,0.2316,7.92,1.36,95,5,1
CUST-03087,Hasitha Jayasinghe,31000,150000,0,18,17,6000,517,Self-Employed,9500,15500,0.5,4.84,0.0,15,85,0
CUST-01408,Dasun Samaraweera,93000,950000,1100000,48,14,7000,638,Business Owner,25960,60040,0.3544,10.22,1.16,84,16,1
CUST-00910,Ayesha Ekanayake,235000,2350000,1960000,60,14,59000,537,Private Sector,54680,121320,0.4837,10.0,0.83,82,18,1
CUST-02623,Chamara Wickramasinghe,138000,2050000,0,48,15,4000,576,Private Sector,57053,76947,0.4424,14.86,0.0,74,26,1
CUST-03530,Zainab Bandara,461000,13850000,0,60,18,63500,642,Senior Mgmt,351699,45801,0.9006,30.04,0.0,61,39,1
CUST-02525,Udaya Wickramasinghe,210000,1050000,1260000,60,13,85500,483,Private Sector,23891,100609,0.5209,5.0,1.2,80,20,1
CUST-04608,Shanika Fernando,67000,2350000,2330000,48,17,11500,786,Government,67809,-12309,1.1837,35.07,0.99,0,100,0
CUST-00420,Pradeep Peiris,208000,7300000,0,72,18,16000,734,Private Sector,166497,25503,0.8774,35.1,0.0,47,53,0
CUST-00345,Chaminda Seneviratne,711000,15000000,0,60,12,83000,878,Private Sector,333667,294333,0.586,21.1,0.0,95,5,1
CUST-03767,Mahesh Munasinghe,155000,4650000,3730000,60,14,6000,755,Private Sector,108197,40803,0.7368,30.0,0.8,80,20,1
CUST-01755,Thisara Gunasekara,618000,9250000,12650000,84,14,500,822,Government,173345,444155,0.2813,14.97,1.37,95,5,1
CUST-04496,Fathima Bandara,133000,3300000,4100000,60,13,5000,764,Government,75085,52915,0.6021,24.81,1.24,95,5,1
CUST-00841,Gayani Herath,240000,3600000,5000000,72,15,37500,673,Senior Mgmt,76122,126378,0.4734,15.0,1.39,95,5,1
CUST-02248,Fathima Seneviratne,140000,700000,0,48,16,12500,788,Private Sector,19838,107662,0.231,5.0,0.0,95,5,1
CUST-02459,Isuru Herath,217000,1750000,1260000,48,18,21000,673,Private Sector,51406,144594,0.3337,8.06,0.72,95,5,1
CUST-00796,Shanika De Silva,185000,3700000,0,60,18,20500,887,Senior Mgmt,93956,70544,0.6187,20.0,0.0,88,12,1
CUST-01805,Kasun Hettiarachchi,318000,5700000,8540000,48,13,64000,754,Senior Mgmt,152917,101083,0.6821,17.92,1.5,95,5,1
CUST-02628,Dasun Munasinghe,320000,3850000,3840000,72,16,43000,875,Private Sector,83514,193486,0.3954,12.03,1.0,95,5,1
CUST-04535,Ruwan Dissanayake,31000,250000,0,36,13,3500,674,Government,8423,19077,0.3846,8.06,0.0,50,50,1
CUST-02963,Nirosha Dissanayake,71000,1800000,0,48,17,35500,590,Business Owner,51939,-16439,1.2315,25.35,0.0,0,100,0
CUST-00881,Ruwan Abeysekara,168000,850000,620000,36,14,87500,457,Self-Employed,29051,51449,0.6938,5.06,0.73,52,48,1
CUST-04333,Thisara Bandara,73000,2200000,2650000,60,16,12500,736,Private Sector,53500,7000,0.9041,30.14,1.2,18,82,0
CUST-00343,Manjula Rathnayake,703000,7050000,9530000,60,17,136000,638,Business Owner,175211,391789,0.4427,10.03,1.35,93,7,1
CUST-00535,Nuwan Rajapaksa,123000,600000,480000,24,13,10000,824,Government,28525,84475,0.3132,4.88,0.8,95,5,1
CUST-02690,Sampath Dissanayake,597000,7150000,7600000,60,16,267000,567,Private Sector,173874,156126,0.7385,11.98,1.06,81,19,1
CUST-00860,Zainab De Silva,682000,6800000,7310000,60,15,163500,730,Private Sector,161772,356728,0.4769,9.97,1.07,95,5,1
CUST-03837,Dilshan Cassim,499000,2500000,0,60,15,235500,744,Business Owner,59475,204025,0.5911,5.01,0.0,86,14,1
CUST-00644,Isuru Hettiarachchi,47000,1050000,710000,60,12,5000,636,Private Sector,23357,18643,0.6033,22.34,0.68,37,63,0
CUST-01273,Sampath Amarasekara,39000,450000,0,24,12,14500,555,Private Sector,21183,3317,0.9149,11.54,0.0,0,100,0
CUST-03306,Chathura Dissanayake,473000,3800000,0,48,17,123500,722,Self-Employed,109649,239851,0.4929,8.03,0.0,82,18,1
CUST-03289,Hasitha Munasinghe,631000,13900000,15510000,84,12,49000,739,Private Sector,245373,336627,0.4665,22.03,1.12,95,5,1
CUST-00831,Kasun Peiris,188000,6600000,0,48,17,21000,562,Private Sector,190443,-23443,1.1247,35.11,0.0,0,100,0
CUST-02667,Dasun Ekanayake,38000,550000,650000,36,14,4000,568,Government,18798,15202,0.5999,14.47,1.18,47,53,1
CUST-02533,Ravi Herath,178000,900000,0,36,15,36500,795,Government,31199,110301,0.3803,5.06,0.0,95,5,1
CUST-02141,Chamara Perera,44000,900000,0,36,17,8500,709,Private Sector,32087,3413,0.9224,20.45,0.0,0,100,0
CUST-02213,Isuru Hettiarachchi,185000,4600000,0,60,14,34000,732,Private Sector,107034,43966,0.7623,24.86,0.0,68,32,1
CUST-01351,Mohamed Weerasinghe,130000,1550000,0,36,18,10500,856,Senior Mgmt,56036,63464,0.5118,11.92,0.0,91,9,1
CUST-03228,Nuwan Karunaratne,562000,6750000,6490000,48,18,153000,793,Private Sector,198281,210719,0.6251,12.01,0.96,95,5,1
CUST-01087,Gayani Amarasekara,63000,1900000,0,48,13,25000,729,Self-Employed,50972,-12972,1.2059,30.16,0.0,0,100,0
CUST-04970,Hasitha Fernando,769000,9250000,10630000,60,13,379500,492,Business Owner,210466,179034,0.7672,12.03,1.15,67,33,1
CUST-00380,Ruwan Peiris,402000,7250000,8050000,72,13,218500,573,Self-Employed,145537,37963,0.9056,18.03,1.11,43,57,1
CUST-02397,Ishara Abeysekara,34000,600000,520000,48,14,5000,667,Government,16396,12604,0.6293,17.65,0.87,40,60,1
CUST-03095,Sachini Peiris,61000,2150000,2110000,36,18,2000,626,Government,77728,-18728,1.307,35.25,0.98,0,100,0
CUST-01010,Sunil Weerasinghe,61000,2150000,1790000,48,16,25000,489,Private Sector,60932,-24932,1.4087,35.25,0.83,0,100,0
CUST-04622,Nirosha Karunaratne,154000,2750000,0,48,14,72500,634,Business Owner,75148,6352,0.9588,17.86,0.0,0,100,0
CUST-02291,Kavindi Seneviratne,588000,11750000,15290000,84,14,121500,648,Private Sector,220195,246305,0.5811,19.98,1.3,95,5,1
CUST-02083,Mohamed Gamage,237000,5200000,5100000,72,18,81000,637,Private Sector,118601,37399,0.8422,21.94,0.98,55,45,0
CUST-04511,Nipuni Silva,173000,4300000,4980000,72,13,90500,525,Self-Employed,86319,-3819,1.0221,24.86,1.16,0,100,0
CUST-00160,Sunil Hettiarachchi,51000,750000,830000,36,15,1500,627,Government,25999,23501,0.5392,14.71,1.11,59,41,1
CUST-02254,Tharindu Silva,233000,3500000,3290000,72,17,27000,748,Government,77861,128139,0.45,15.02,0.94,95,5,1
CUST-01085,Malith Amarasekara,221000,1750000,1490000,48,12,38500,636,Private Sector,46084,136416,0.3827,7.92,0.85,95,5,1
CUST-00314,Thisara Perera,81000,400000,0,48,16,13500,509,Business Owner,11336,56164,0.3066,4.94,0.0,63,37,0
CUST-00672,Mohamed Raghavan,741000,7400000,11660000,84,14,58000,728,Business Owner,138676,544324,0.2654,9.99,1.58,95,5,1
CUST-02910,Fathima Gunasekara,673000,15000000,17720000,84,18,273500,547,Private Sector,315268,84232,0.8748,22.29,1.18,68,32,1
CUST-04532,Manjula Fernando,690000,15000000,18600000,84,16,119500,680,Private Sector,297931,272569,0.605,21.74,1.24,95,5,1
CUST-02137,Sunil Ekanayake,69000,1500000,0,36,13,20000,645,Private Sector,50541,-1541,1.0223,21.74,0.0,0,100,0
CUST-01575,Roshan Raghavan,573000,2850000,2120000,48,17,67500,617,Private Sector,82237,423263,0.2613,4.97,0.74,95,5,1
CUST-00327,Chaminda Kumar,148000,1500000,1710000,60,13,75000,599,Business Owner,34130,38870,0.7374,10.14,1.14,52,48,1
CUST-01999,Thisara Hettiarachchi,238000,4750000,4870000,48,16,13500,805,Private Sector,134616,89884,0.6223,19.96,1.03,95,5,1
CUST-01454,Dasun Gunasekara,612000,3050000,2550000,60,13,146000,662,Private Sector,69397,396603,0.352,4.98,0.84,95,5,1
CUST-02509,Nimal Cassim,70000,2100000,0,60,13,13000,587,Government,47781,9219,0.8683,30.0,0.0,6,94,0
CUST-04162,Ishara Fernando,160000,1900000,0,36,15,500,574,Private Sector,65864,93636,0.4148,11.88,0.0,74,26,1
CUST-04001,Zainab Ekanayake,229000,3450000,2280000,48,17,17000,634,Private Sector,99550,112450,0.509,15.07,0.66,87,13,1
CUST-02238,Ruwan Kumar,75000,750000,870000,36,18,23000,628,Private Sector,27114,24886,0.6682,10.0,1.16,50,50,1
CUST-00772,Priyantha Peiris,175000,5250000,0,60,13,20500,644,Government,119454,35046,0.7997,30.0,0.0,56,44,0
CUST-04343,Nipuni Munasinghe,190000,3800000,5290000,60,12,18500,763,Private Sector,84529,86971,0.5423,20.0,1.39,95,5,1
CUST-01118,Ishara Cassim,129000,2300000,2290000,36,12,42000,563,Private Sector,76393,10607,0.9178,17.83,1.0,18,82,0
CUST-00190,Nirosha Gunaratne,303000,1500000,1120000,48,17,51500,607,Private Sector,43283,208217,0.3128,4.95,0.75,95,5,1
CUST-00091,Chamara Perera,182000,4550000,0,72,16,2500,700,Government,98698,80802,0.556,25.0,0.0,91,9,1
CUST-03341,Ishara Ekanayake,91000,2300000,2420000,36,12,24000,651,Government,76393,-9393,1.1032,25.27,1.05,0,100,0
CUST-00858,Shanika De Silva,50000,1100000,1080000,60,14,7500,708,Senior Mgmt,25595,16905,0.6619,22.0,0.98,52,48,1
CUST-03910,Chathura Perera,609000,12200000,14400000,72,15,178000,584,Business Owner,257969,173031,0.7159,20.03,1.18,77,23,1
CUST-04391,Suresh Abeysekara,50000,1500000,0,36,17,9000,479,Self-Employed,53479,-12479,1.2496,30.0,0.0,0,100,0
CUST-04700,Kumar Gunasekara,104000,2600000,0,36,16,17500,713,Government,91408,-4908,1.0472,25.0,0.0,0,100,0
CUST-01698,Priyantha Abeysekara,707000,15000000,18780000,84,17,33500,673,Senior Mgmt,306537,366963,0.481,21.22,1.25,95,5,1
CUST-01840,Nimal Weerasinghe,317000,11100000,10360000,72,14,91500,808,Private Sector,228724,-3224,1.0102,35.02,0.93,0,100,0
CUST-03119,Udaya Abeysekara,119000,600000,0,24,14,2500,692,Private Sector,28808,87692,0.2631,5.04,0.0,86,14,1
CUST-04359,Udaya Liyanage,197000,1600000,0,36,18,80500,540,Private Sector,57844,58656,0.7023,8.12,0.0,55,45,1
CUST-02401,Ruwan Bandara,46000,250000,140000,24,17,9000,670,Government,12361,24639,0.4644,5.43,0.56,59,41,0
CUST-01395,Ishara Rajapaksa,309000,9250000,0,60,12,83500,567,Senior Mgmt,205761,19739,0.9361,29.94,0.0,24,76,0
CUST-02676,Ruwan Hettiarachchi,166000,4150000,0,72,16,11000,689,Senior Mgmt,90021,64979,0.6086,25.0,0.0,77,23,1
CUST-04663,Nuwan Rajapaksa,50000,900000,1070000,24,15,5500,716,Self-Employed,43638,862,0.9828,18.0,1.19,0,100,0
CUST-04939,Kasun Dissanayake,62000,750000,0,48,18,11000,642,Private Sector,22031,28969,0.5328,12.1,0.0,49,51,1
CUST-03357,Hasitha Perera,71000,700000,0,24,17,7000,773,Self-Employed,34610,29390,0.5861,9.86,0.0,51,49,1
CUST-00700,Tharindu Amarasekara,128000,2800000,0,60,13,64500,585,Business Owner,63709,-209,1.0016,21.88,0.0,0,100,0
CUST-02857,Buddhika Raghavan,241000,2400000,0,60,14,6500,664,Self-Employed,55844,178656,0.2587,9.96,0.0,81,19,1
CUST-01378,Shanika Munasinghe,577000,8650000,8390000,84,15,12000,583,Private Sector,166917,398083,0.3101,14.99,0.97,90,10,1
CUST-00808,Nirosha Perera,179000,3600000,3930000,48,15,7500,831,Private Sector,100191,71309,0.6016,20.11,1.09,95,5,1
CUST-04591,Thisara Gamage,80000,1600000,0,36,17,19500,638,Private Sector,57044,3456,0.9568,20.0,0.0,0,100,0
CUST-03807,Isuru Jayasinghe,645000,9700000,11540000,72,12,82500,715,Private Sector,189637,372863,0.4219,15.04,1.19,95,5,1
CUST-03549,Zainab Gamage,762000,6100000,9690000,48,18,47000,771,Government,179187,535813,0.2968,8.01,1.59,95,5,1
CUST-04067,Chamara Wickramasinghe,628000,6300000,6740000,72,18,242500,792,Private Sector,143689,241811,0.615,10.03,1.07,95,5,1
CUST-03880,Shanika Hettiarachchi,476000,5700000,7810000,48,17,198000,721,Private Sector,164474,113526,0.7615,11.97,1.37,95,5,1
CUST-00590,Sachini Raghavan,616000,12300000,19630000,72,15,177500,693,Business Owner,260084,178416,0.7104,19.97,1.6,90,10,1
CUST-02678,Chamara Wickramasinghe,231000,1150000,0,36,13,81000,583,Private Sector,38748,111252,0.5184,4.98,0.0,77,23,1
CUST-04196,Chamara Hettiarachchi,166000,850000,810000,36,13,32500,832,Government,28640,104860,0.3683,5.12,0.95,95,5,1
CUST-02489,Isuru Wickramasinghe,42000,400000,350000,36,18,11000,670,Government,14461,16539,0.6062,9.52,0.88,50,50,0
CUST-03521,Lakshan Wickramasinghe,716000,15000000,17710000,72,17,94500,623,Private Sector,333692,287808,0.598,20.95,1.18,93,7,1
CUST-02222,Kavindi Bandara,91000,1650000,0,60,12,26000,605,Private Sector,36703,28297,0.689,18.13,0.0,46,54,1
CUST-04920,Priyantha Kumar,142000,1700000,1840000,60,17,38000,501,Self-Employed,42249,61751,0.5651,11.97,1.08,63,37,1
CUST-04623,Kavindu Dissanayake,151000,4550000,0,48,12,65000,533,Self-Employed,119819,-33819,1.224,30.13,0.0,0,100,0
CUST-01165,Lakshan Jayasinghe,150000,750000,0,36,15,32500,679,Government,25999,91501,0.39,5.0,0.0,92,8,1
CUST-02030,Ishara Bandara,732000,8800000,8040000,72,17,230500,655,Senior Mgmt,195766,305734,0.5823,12.02,0.91,95,5,1
CUST-00164,Shanika Mendis,83000,1650000,990000,48,17,3000,744,Private Sector,47611,32389,0.6098,19.88,0.6,67,33,1
CUST-01392,Nipuni Kumar,375000,8250000,11790000,72,13,10500,682,Self-Employed,165611,198889,0.4696,22.0,1.43,91,9,1
CUST-01527,Kavindi Ekanayake,103000,2600000,0,36,17,8000,823,Government,92697,2303,0.9776,25.24,0.0,0,100,0
CUST-04316,Amal Cassim,148000,750000,620000,48,16,2500,607,Government,21255,124245,0.1605,5.07,0.83,95,5,1
CUST-01742,Lahiru Dissanayake,94000,750000,410000,24,14,46000,632,Self-Employed,36010,11990,0.8724,7.98,0.55,10,90,0
CUST-02215,Buddhika Ekanayake,62000,1100000,600000,48,12,9500,648,Business Owner,28967,23533,0.6204,17.74,0.55,40,60,0
CUST-01298,Lahiru Silva,37000,1300000,910000,48,14,10500,522,Business Owner,35524,-9024,1.2439,35.14,0.7,0,100,0
CUST-01748,Nuwan Herath,222000,4900000,3440000,48,18,40000,711,Government,143937,38063,0.8285,22.07,0.7,69,31,1
CUST-02317,Tharindu Hettiarachchi,377000,6800000,8500000,60,18,69000,695,Senior Mgmt,172675,135325,0.641,18.04,1.25,95,5,1
CUST-00879,Ishara Wickramasinghe,628000,6300000,8040000,48,17,114500,613,Private Sector,181787,331713,0.4718,10.03,1.28,95,5,1
CUST-02663,Mahesh Rajapaksa,38000,1350000,950000,36,15,7500,609,Private Sector,46798,-16298,1.4289,35.53,0.7,0,100,0
CUST-00715,Lakshan Kumar,99000,2500000,3240000,36,12,16000,460,Self-Employed,83036,-36,1.0004,25.25,1.3,0,100,0
CUST-03610,Malith Peiris,703000,10550000,13180000,84,16,10000,702,Senior Mgmt,209545,483455,0.3123,15.01,1.25,95,5,1
CUST-02159,Pradeep Seneviratne,84000,2500000,2390000,48,18,7500,664,Government,73437,3063,0.9635,29.76,0.96,0,100,0
CUST-01372,Gayani Abeysekara,44000,450000,0,36,15,12500,549,Government,15599,15901,0.6386,10.23,0.0,28,72,1
CUST-04917,Sampath Dissanayake,57000,1250000,0,48,14,12000,789,Senior Mgmt,34158,10842,0.8098,21.93,0.0,31,69,0
CUST-04837,Ravi Hettiarachchi,145000,1150000,0,36,14,41000,697,Government,39304,64696,0.5538,7.93,0.0,82,18,1
CUST-02703,Kavindu Kumar,190000,950000,0,48,16,104000,465,Self-Employed,26923,59077,0.6891,5.0,0.0,44,56,1
CUST-03078,Kasun De Silva,37000,900000,0,48,13,3500,724,Government,24145,9355,0.7472,24.32,0.0,22,78,0
CUST-02417,Dilshan Rajapaksa,135000,3400000,3700000,72,17,10500,824,Government,75637,48863,0.6381,25.19,1.09,95,5,1
CUST-01413,Thilini Raghavan,217000,4350000,3040000,60,13,70500,574,Self-Employed,98976,47524,0.781,20.05,0.7,50,50,1
CUST-03099,Udaya Perera,80000,1200000,0,60,13,500,744,Self-Employed,27304,52196,0.3476,15.0,0.0,75,25,1
CUST-00458,Udaya Herath,82000,1800000,1330000,60,18,7500,782,Private Sector,45708,28792,0.6489,21.95,0.74,66,34,1
CUST-02035,Kumar Kumar,152000,1500000,1740000,48,14,77000,739,Self-Employed,40990,34010,0.7762,9.87,1.16,59,41,1
CUST-04062,Ravi Riaz,63000,1600000,0,60,18,22500,722,Private Sector,40629,-129,1.002,25.4,0.0,0,100,0
CUST-03013,Kumar Rathnayake,32000,1100000,1170000,60,17,2500,576,Government,27338,2162,0.9324,34.38,1.06,0,100,0
CUST-04045,Tharindu Hettiarachchi,66000,2300000,2080000,60,18,11000,574,Self-Employed,58405,-3405,1.0516,34.85,0.9,0,100,0
CUST-01041,Ruwan Perera,55000,1400000,1490000,48,15,5500,735,Government,38963,10537,0.8084,25.45,1.06,40,60,0
CUST-01234,Pradeep Weerasinghe,217000,1750000,0,36,15,14000,603,Government,60664,142336,0.3441,8.06,0.0,93,7,1
CUST-00351,Sanduni Abeysekara,215000,4750000,0,48,13,34500,774,Government,127431,53069,0.7532,22.09,0.0,83,17,1
